id,town_ksh_code,province_name,town_name,town_type1,town_type2,town_type3,district_ksh_code,town_population,street_name,house_number,target,address
3234,24934,13,Vác,3,2,3,138,33831,sövény utca,47,0,"sövény utca 47, Vác"
3235,24934,13,Vác,3,2,3,138,33831,süllő utca,6,2,"süllő utca 6, Vác"
3236,24934,13,Vác,3,2,3,138,33831,széchenyi istván utca,07.márc,0,"széchenyi istván utca 07.márc, Vác"
3238,8989,9,Vámospércs,3,2,3,101,5347,arany jános utca,29/A,1,"arany jános utca 29/A, Vámospércs"
3241,8989,9,Vámospércs,3,2,3,101,5347,hegyalja utca,27,1,"hegyalja utca 27, Vámospércs"
3242,8989,9,Vámospércs,3,2,3,101,5347,ibolya utca,4,1,"ibolya utca 4, Vámospércs"
3244,8989,9,Vámospércs,3,2,3,101,5347,irinyi jános utca,35,1,"irinyi jános utca 35, Vámospércs"
3245,8989,9,Vámospércs,3,2,3,101,5347,kiss utca,26/A,1,"kiss utca 26/A, Vámospércs"
3246,8989,9,Vámospércs,3,2,3,101,5347,kossuth utca,25/A,1,"kossuth utca 25/A, Vámospércs"
3247,8989,9,Vámospércs,3,2,3,101,5347,malom utca,11,0,"malom utca 11, Vámospércs"
3249,8989,9,Vámospércs,3,2,3,101,5347,móricz zsigmond utca,20,1,"móricz zsigmond utca 20, Vámospércs"
3250,8989,9,Vámospércs,3,2,3,101,5347,orgona utca,20,2,"orgona utca 20, Vámospércs"
3251,8989,9,Vámospércs,3,2,3,101,5347,répalapos dűlő,3,1,"répalapos dűlő 3, Vámospércs"
3252,11439,19,Várpalota,3,2,3,190,20756,balassi bálint utca,9,1,"balassi bálint utca 9, Várpalota"
3254,11439,19,Várpalota,3,2,3,190,20756,fekete gyémánt utca,3,2,"fekete gyémánt utca 3, Várpalota"
3255,11439,19,Várpalota,3,2,3,190,20756,rózsakút utca,14,1,"rózsakút utca 14, Várpalota"
3257,11439,19,Várpalota,3,2,3,190,20756,táncsics mihály utca,12,1,"táncsics mihály utca 12, Várpalota"
3259,26815,13,Vecsés,3,2,3,139,20088,bánya utca,29,2,"bánya utca 29, Vecsés"
3260,26815,13,Vecsés,3,2,3,139,20088,kellner dr. utca,34,1,"kellner dr. utca 34, Vecsés"
3261,26815,13,Vecsés,3,2,3,139,20088,kinizsi utca,18,1,"kinizsi utca 18, Vecsés"
3262,26815,13,Vecsés,3,2,3,139,20088,kossuth lajos utca,34,1,"kossuth lajos utca 34, Vecsés"
3263,26815,13,Vecsés,3,2,3,139,20088,széchenyi utca,25,0,"széchenyi utca 25, Vecsés"
3264,26815,13,Vecsés,3,2,3,139,20088,teréz utca,35,0,"teréz utca 35, Vecsés"
3265,26815,13,Vecsés,3,2,3,139,20088,vörösmarty utca,3,0,"vörösmarty utca 3, Vecsés"
3267,25016,7,Velence,3,2,3,80,5474,fő utca,7/A,1,"fő utca 7/A, Velence"
3268,25016,7,Velence,3,2,3,80,5474,fő utca,39/A,0,"fő utca 39/A, Velence"
3269,25016,7,Velence,3,2,3,80,5474,fő utca,42,0,"fő utca 42, Velence"
3272,25016,7,Velence,3,2,3,80,5474,határ utca,75,1,"határ utca 75, Velence"
3273,25016,7,Velence,3,2,3,80,5474,ii. utca,43,1,"ii. utca 43, Velence"
3274,25016,7,Velence,3,2,3,80,5474,kis út,8/A,2,"kis út 8/A, Velence"
3276,25016,7,Velence,3,2,3,80,5474,nadapi út,20,2,"nadapi út 20, Velence"
3277,25016,7,Velence,3,2,3,80,5474,ország út,76,2,"ország út 76, Velence"
3279,25016,7,Velence,3,2,3,80,5474,solt köz,5/A,0,"solt köz 5/A, Velence"
3280,18342,13,Veresegyház,3,2,3,128,15998,batthyány utca,3/A,0,"batthyány utca 3/A, Veresegyház"
3281,18342,13,Veresegyház,3,2,3,128,15998,hold utca,3,1,"hold utca 3, Veresegyház"
3282,18342,13,Veresegyház,3,2,3,128,15998,kökény utca,14.dec,2,"kökény utca 14.dec, Veresegyház"
3285,11767,19,Veszprém,2,2,2,191,61721,alsó-újsor,14,1,"alsó-újsor 14, Veszprém"
3286,11767,19,Veszprém,2,2,2,191,61721,damjanich jános utca,4,1,"damjanich jános utca 4, Veszprém"
3288,11767,19,Veszprém,2,2,2,191,61721,egyetem utca,18,0,"egyetem utca 18, Veszprém"
3289,11767,19,Veszprém,2,2,2,191,61721,endrődi sándor utca,49,0,"endrődi sándor utca 49, Veszprém"
3290,11767,19,Veszprém,2,2,2,191,61721,haszkovó utca,21,0,"haszkovó utca 21, Veszprém"
3291,11767,19,Veszprém,2,2,2,191,61721,hérics utca,1/A,0,"hérics utca 1/A, Veszprém"
3292,11767,19,Veszprém,2,2,2,191,61721,hidegkút utca,2,1,"hidegkút utca 2, Veszprém"
3293,11767,19,Veszprém,2,2,2,191,61721,hunyadi jános utca,36,0,"hunyadi jános utca 36, Veszprém"
3294,11767,19,Veszprém,2,2,2,191,61721,kiskőrösi utca,45,0,"kiskőrösi utca 45, Veszprém"
3295,11767,19,Veszprém,2,2,2,191,61721,lóczy lajos utca,17/A,0,"lóczy lajos utca 17/A, Veszprém"
3296,11767,19,Veszprém,2,2,2,191,61721,nagy lászló utca,2,1,"nagy lászló utca 2, Veszprém"
3297,11767,19,Veszprém,2,2,2,191,61721,nyárfa utca,01.jan,0,"nyárfa utca 01.jan, Veszprém"
3298,11767,19,Veszprém,2,2,2,191,61721,papod utca,1,0,"papod utca 1, Veszprém"
3299,11767,19,Veszprém,2,2,2,191,61721,ranolder jános tér,9/A,0,"ranolder jános tér 9/A, Veszprém"
3305,11767,19,Veszprém,2,2,2,191,61721,victor hugo utca,5,0,"victor hugo utca 5, Veszprém"
3307,21722,10,Zagyvaszántó,4,3,6,107,1976,ady endre út,37,1,"ady endre út 37, Zagyvaszántó"
3308,21722,10,Zagyvaszántó,4,3,6,107,1976,arany jános út,16,2,"arany jános út 16, Zagyvaszántó"
3309,21722,10,Zagyvaszántó,4,3,6,107,1976,bajcsy-zsilinszky út,11,1,"bajcsy-zsilinszky út 11, Zagyvaszántó"
3313,21722,10,Zagyvaszántó,4,3,6,107,1976,fő út,5,0,"fő út 5, Zagyvaszántó"
3314,21722,10,Zagyvaszántó,4,3,6,107,1976,ifjúság út,8,1,"ifjúság út 8, Zagyvaszántó"
3315,21722,10,Zagyvaszántó,4,3,6,107,1976,ifjúság út,17,1,"ifjúság út 17, Zagyvaszántó"
3317,21722,10,Zagyvaszántó,4,3,6,107,1976,jókai mór út,16,0,"jókai mór út 16, Zagyvaszántó"
3319,21722,10,Zagyvaszántó,4,3,6,107,1976,rákóczi ferenc út,105,0,"rákóczi ferenc út 105, Zagyvaszántó"
3320,16203,15,Záhony,3,2,3,160,4062,ady endre út,11,2,"ady endre út 11, Záhony"
3321,16203,15,Záhony,3,2,3,160,4062,ady endre út,15,2,"ady endre út 15, Záhony"
3322,16203,15,Záhony,3,2,3,160,4062,ady endre út,23,1,"ady endre út 23, Záhony"
3323,16203,15,Záhony,3,2,3,160,4062,ady endre út,24/B,2,"ady endre út 24/B, Záhony"
3324,16203,15,Záhony,3,2,3,160,4062,ady endre út,27,0,"ady endre út 27, Záhony"
3325,16203,15,Záhony,3,2,3,160,4062,ady endre út,50/A,0,"ady endre út 50/A, Záhony"
3326,16203,15,Záhony,3,2,3,160,4062,akácfa utca,21,1,"akácfa utca 21, Záhony"
3327,16203,15,Záhony,3,2,3,160,4062,alkotmány út,3/A,2,"alkotmány út 3/A, Záhony"
3329,16203,15,Záhony,3,2,3,160,4062,dózsa györgy út,14,1,"dózsa györgy út 14, Záhony"
3330,16203,15,Záhony,3,2,3,160,4062,hársfa utca,10,0,"hársfa utca 10, Záhony"
3335,32054,20,Zalaegerszeg,2,2,2,197,59499,bartók béla utca,58,0,"bartók béla utca 58, Zalaegerszeg"
3336,32054,20,Zalaegerszeg,2,2,2,197,59499,becsali út,53/D,0,"becsali út 53/D, Zalaegerszeg"
3337,32054,20,Zalaegerszeg,2,2,2,197,59499,becsali út,93,1,"becsali út 93, Zalaegerszeg"
3338,32054,20,Zalaegerszeg,2,2,2,197,59499,berzsenyi dániel utca,15,0,"berzsenyi dániel utca 15, Zalaegerszeg"
3339,32054,20,Zalaegerszeg,2,2,2,197,59499,berzsenyi dániel utca,26,0,"berzsenyi dániel utca 26, Zalaegerszeg"
3340,32054,20,Zalaegerszeg,2,2,2,197,59499,bíró márton utca,24/B,0,"bíró márton utca 24/B, Zalaegerszeg"
3341,32054,20,Zalaegerszeg,2,2,2,197,59499,dísz tér,3,0,"dísz tér 3, Zalaegerszeg"
3342,32054,20,Zalaegerszeg,2,2,2,197,59499,fejér györgy utca,2,0,"fejér györgy utca 2, Zalaegerszeg"
3343,32054,20,Zalaegerszeg,2,2,2,197,59499,gasparich márk utca,26/A,1,"gasparich márk utca 26/A, Zalaegerszeg"
3344,32054,20,Zalaegerszeg,2,2,2,197,59499,gébárti út,46,2,"gébárti út 46, Zalaegerszeg"
3345,32054,20,Zalaegerszeg,2,2,2,197,59499,hegyalja utca,5,2,"hegyalja utca 5, Zalaegerszeg"
3346,32054,20,Zalaegerszeg,2,2,2,197,59499,jókai mór utca,34,2,"jókai mór utca 34, Zalaegerszeg"
3348,32054,20,Zalaegerszeg,2,2,2,197,59499,kispest utca,9,2,"kispest utca 9, Zalaegerszeg"
3349,32054,20,Zalaegerszeg,2,2,2,197,59499,kossuth lajos utca,50,2,"kossuth lajos utca 50, Zalaegerszeg"
3351,32054,20,Zalaegerszeg,2,2,2,197,59499,köztársaság útja,ápr.64,0,"köztársaság útja ápr.64, Zalaegerszeg"
3352,32054,20,Zalaegerszeg,2,2,2,197,59499,külső-kórház utca,2,0,"külső-kórház utca 2, Zalaegerszeg"
3355,12201,2,Zók,4,3,8,32,307,arany jános utca,1,2,"arany jános utca 1, Zók"
3359,12201,2,Zók,4,3,8,32,307,arany jános utca,6,2,"arany jános utca 6, Zók"
3360,12201,2,Zók,4,3,8,32,307,arany jános utca,7,0,"arany jános utca 7, Zók"
3361,12201,2,Zók,4,3,8,32,307,arany jános utca,18,1,"arany jános utca 18, Zók"
3362,12201,2,Zók,4,3,8,32,307,arany jános utca,25,0,"arany jános utca 25, Zók"
3363,12201,2,Zók,4,3,8,32,307,arany jános utca,40,1,"arany jános utca 40, Zók"
3364,12201,2,Zók,4,3,8,32,307,arany jános utca,42,1,"arany jános utca 42, Zók"
3366,12201,2,Zók,4,3,8,32,307,arany jános utca,61,0,"arany jános utca 61, Zók"
3367,12201,2,Zók,4,3,8,32,307,arany jános utca,62,1,"arany jános utca 62, Zók"
3368,12201,2,Zók,4,3,8,32,307,arany jános utca,67,2,"arany jános utca 67, Zók"
3369,22035,13,Zsámbok,4,3,6,128,2408,arany jános utca,19,0,"arany jános utca 19, Zsámbok"
3370,22035,13,Zsámbok,4,3,6,128,2408,deák ferenc utca,55,1,"deák ferenc utca 55, Zsámbok"
3371,22035,13,Zsámbok,4,3,6,128,2408,deák ferenc utca,63,1,"deák ferenc utca 63, Zsámbok"
3372,22035,13,Zsámbok,4,3,6,128,2408,deák ferenc utca,103,0,"deák ferenc utca 103, Zsámbok"
3373,22035,13,Zsámbok,4,3,6,128,2408,hunyadi utca,5,1,"hunyadi utca 5, Zsámbok"
3374,22035,13,Zsámbok,4,3,6,128,2408,ipolyság utca,11,1,"ipolyság utca 11, Zsámbok"
3375,22035,13,Zsámbok,4,3,6,128,2408,józsef attila utca,30,0,"józsef attila utca 30, Zsámbok"
3377,22035,13,Zsámbok,4,3,6,128,2408,kossuth lajos utca,20,1,"kossuth lajos utca 20, Zsámbok"
3378,22035,13,Zsámbok,4,3,6,128,2408,kossuth lajos utca,43,1,"kossuth lajos utca 43, Zsámbok"
3379,22035,13,Zsámbok,4,3,6,128,2408,nagydiófa utca,8,0,"nagydiófa utca 8, Zsámbok"
3380,22035,13,Zsámbok,4,3,6,128,2408,nagydiófa utca,36,1,"nagydiófa utca 36, Zsámbok"
3382,22035,13,Zsámbok,4,3,6,128,2408,rákóczi utca,11,2,"rákóczi utca 11, Zsámbok"
5001,4880,8,Ágfalva,4,3,6,91,2151,soproni utca,62,0,"soproni utca 62, Ágfalva"
5002,4880,8,Ágfalva,4,3,6,91,2151,új utca,1/A,1,"új utca 1/A, Ágfalva"
5004,6673,19,Ajka,3,2,3,183,29106,dózsa györgy utca,56,2,"dózsa györgy utca 56, Ajka"
5005,6673,19,Ajka,3,2,3,183,29106,kosztolányi utca,19,1,"kosztolányi utca 19, Ajka"
5006,23199,13,Alsónémedi,4,3,5,129,5144,széchenyi utca,101,1,"széchenyi utca 101, Alsónémedi"
5007,23199,13,Alsónémedi,4,3,5,129,5144,templom utca,20,0,"templom utca 20, Alsónémedi"
5008,23199,13,Alsónémedi,4,3,5,129,5144,tulipán utca,32,1,"tulipán utca 32, Alsónémedi"
5009,21032,5,Alsózsolca,3,2,3,61,5766,móricz zsigmond utca,25,2,"móricz zsigmond utca 25, Alsózsolca"
5010,21032,5,Alsózsolca,3,2,3,61,5766,rákóczi út,9,1,"rákóczi út 9, Alsózsolca"
5011,21032,5,Alsózsolca,3,2,3,61,5766,sajó utca,6,2,"sajó utca 6, Alsózsolca"
5013,22327,19,Badacsonytomaj,3,2,3,189,2135,petőfi utca,86,1,"petőfi utca 86, Badacsonytomaj"
5014,22327,19,Badacsonytomaj,3,2,3,189,2135,széchenyi istván utca,9,1,"széchenyi istván utca 9, Badacsonytomaj"
5016,20011,9,Bagamér,4,3,6,101,2476,petőfi sándor utca,31,1,"petőfi sándor utca 31, Bagamér"
5017,20011,9,Bagamér,4,3,6,101,2476,zrínyi utca,15,2,"zrínyi utca 15, Bagamér"
5018,3522,3,Baja,3,2,3,35,36267,bercsényi miklós utca,3,0,"bercsényi miklós utca 3, Baja"
5019,3522,3,Baja,3,2,3,35,36267,jelky andrás utca,88,0,"jelky andrás utca 88, Baja"
5021,5944,8,Bakonyszentlászló,4,3,7,90,1825,török bálint utca,3,0,"török bálint utca 3, Bakonyszentlászló"
5022,5944,8,Bakonyszentlászló,4,3,7,90,1825,vak bottyán utca,28,0,"vak bottyán utca 28, Bakonyszentlászló"
5024,13657,12,Balassagyarmat,3,2,3,116,16397,szügyi út,57,1,"szügyi út 57, Balassagyarmat"
5025,33862,14,Balatonlelle,3,2,3,142,5217,úszó utca,51,1,"úszó utca 51, Balatonlelle"
5026,33862,14,Balatonlelle,3,2,3,142,5217,úszó utca,104,1,"úszó utca 104, Balatonlelle"
5028,16601,14,Balatonszabadi,4,3,6,146,2971,vak bottyán utca,56/A,2,"vak bottyán utca 56/A, Balatonszabadi"
5030,16601,14,Balatonszabadi,4,3,6,146,2971,vak bottyán utca,205/A,0,"vak bottyán utca 205/A, Balatonszabadi"
5032,2918,9,Balmazújváros,3,2,3,93,17573,móra ferenc utca,13/A,1,"móra ferenc utca 13/A, Balmazújváros"
5034,18698,20,Bázakerettye,4,3,8,195,842,sport út,11,0,"sport út 11, Bázakerettye"
5035,18698,20,Bázakerettye,4,3,8,195,842,templom tér,2,0,"templom tér 2, Bázakerettye"
5036,18698,20,Bázakerettye,4,3,8,195,842,virág utca,4,2,"virág utca 4, Bázakerettye"
5038,15200,4,Békéscsaba,2,2,2,46,62050,fényesi utca,149,1,"fényesi utca 149, Békéscsaba"
5039,15200,4,Békéscsaba,2,2,2,46,62050,győri utca,44,1,"győri utca 44, Békéscsaba"
5040,15200,4,Békéscsaba,2,2,2,46,62050,máriássy utca,62,1,"máriássy utca 62, Békéscsaba"
5041,15200,4,Békéscsaba,2,2,2,46,62050,tulipán utca,16,2,"tulipán utca 16, Békéscsaba"
5042,11305,16,Besenyszög,4,3,6,167,3339,rózsa körút,16,1,"rózsa körút 16, Besenyszög"
5043,11305,16,Besenyszög,4,3,6,167,3339,szabadság tér,3,2,"szabadság tér 3, Besenyszög"
5044,11305,16,Besenyszög,4,3,6,167,3339,vasvári út,3/A,1,"vasvári út 3/A, Besenyszög"
5046,16346,7,Besnyő,4,3,7,78,1752,szabadság utca,29,1,"szabadság utca 29, Besnyő"
5048,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,110,1,"kossuth lajos utca 110, Bezedek"
5049,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,116,1,"kossuth lajos utca 116, Bezedek"
5050,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,119,1,"kossuth lajos utca 119, Bezedek"
5051,8891,13,Biatorbágy,3,2,3,123,12484,forrás utca,003407/0007,1,"forrás utca 003407/0007, Biatorbágy"
5053,25195,5,Bogács,4,3,6,60,1952,széchenyi utca,45,0,"széchenyi utca 45, Bogács"
5054,25195,5,Bogács,4,3,6,60,1952,zöldfa utca,8,1,"zöldfa utca 8, Bogács"
5056,32151,2,Bogád,4,3,7,28,1071,rákóczi utca,18.jan,0,"rákóczi utca 18.jan, Bogád"
5057,32151,2,Bogád,4,3,7,28,1071,viola utca,4,0,"viola utca 4, Bogád"
5058,32151,2,Bogád,4,3,7,28,1071,virág utca,9,0,"virág utca 9, Bogád"
5059,3425,17,Bogyiszló,4,3,6,175,2195,petőfi utca,22,1,"petőfi utca 22, Bogyiszló"
5060,3425,17,Bogyiszló,4,3,6,175,2195,tolnai utca,2/A,0,"tolnai utca 2/A, Bogyiszló"
5061,3425,17,Bogyiszló,4,3,6,175,2195,vásártér utca,32,1,"vásártér utca 32, Bogyiszló"
5063,6707,5,Borsodivánka,4,3,8,60,746,rákóczi út,4,1,"rákóczi út 4, Borsodivánka"
5064,6707,5,Borsodivánka,4,3,8,60,746,rákóczi út,11,1,"rákóczi út 11, Borsodivánka"
5066,3407,13,Budajenő,4,3,7,123,1687,táncsics mihály utca,2,1,"táncsics mihály utca 2, Budajenő"
5067,3407,13,Budajenő,4,3,7,123,1687,vadvirág utca,2,0,"vadvirág utca 2, Budajenő"
5068,3407,13,Budajenő,4,3,7,123,1687,vadvirág utca,29,2,"vadvirág utca 29, Budajenő"
5069,23463,13,Budakalász,3,2,4,135,10619,liliom utca,6,1,"liliom utca 6, Budakalász"
5070,23278,13,Budaörs,3,2,3,123,26757,károly király utca,85,1,"károly király utca 85, Budaörs"
5071,23278,13,Budaörs,3,2,3,123,26757,pozsonyi utca,14.jan,1,"pozsonyi utca 14.jan, Budaörs"
5176,14234,12,Buják,4,3,6,118,2202,szent márton utca,5,0,"szent márton utca 5, Buják"
5177,11341,13,Cegléd,3,2,3,124,36645,kossuth ferenc utca,47,1,"kossuth ferenc utca 47, Cegléd"
5178,11341,13,Cegléd,3,2,3,124,36645,remete utca,3/A,0,"remete utca 3/A, Cegléd"
5180,22938,16,Cibakháza,4,3,6,165,4304,újszőlő,190,2,"újszőlő 190, Cibakháza"
5184,16416,11,Császár,4,3,7,111,1836,váci mihály utca,20,0,"váci mihály utca 20, Császár"
5186,15699,3,Csikéria,4,3,8,34,866,új utca,20,0,"új utca 20, Csikéria"
5187,15699,3,Csikéria,4,3,8,34,866,zöldfasor utca,32/A,2,"zöldfasor utca 32/A, Csikéria"
5189,5111,6,Csongrád,3,2,3,70,17242,zsinor utca,33,1,"zsinor utca 33, Csongrád"
5190,9247,13,Dabas,3,2,3,125,16386,gyöngyvirág köz,6,1,"gyöngyvirág köz 6, Dabas"
5193,15130,9,Debrecen,2,2,2,95,211320,cseresznye utca,32,1,"cseresznye utca 32, Debrecen"
5194,15130,9,Debrecen,2,2,2,95,211320,félegyházi tamás utca,7,1,"félegyházi tamás utca 7, Debrecen"
5195,15130,9,Debrecen,2,2,2,95,211320,gáspár györgy kert,033686/0009,2,"gáspár györgy kert 033686/0009, Debrecen"
5196,15130,9,Debrecen,2,2,2,95,211320,ispotály utca,14/F,1,"ispotály utca 14/F, Debrecen"
5197,15130,9,Debrecen,2,2,2,95,211320,izabella utca,28,1,"izabella utca 28, Debrecen"
5198,15130,9,Debrecen,2,2,2,95,211320,lázár utca,86/B,0,"lázár utca 86/B, Debrecen"
5200,15130,9,Debrecen,2,2,2,95,211320,petőfi tér,20-21,2,"petőfi tér 20-21, Debrecen"
5201,15130,9,Debrecen,2,2,2,95,211320,sikló utca,66,0,"sikló utca 66, Debrecen"
5202,15130,9,Debrecen,2,2,2,95,211320,ujházi ede utca,3,1,"ujházi ede utca 3, Debrecen"
5204,24077,6,Deszk,4,3,6,75,3560,péró szegedinác utca,36,1,"péró szegedinác utca 36, Deszk"
5205,24077,6,Deszk,4,3,6,75,3560,semmelweis utca,12/A,2,"semmelweis utca 12/A, Deszk"
5206,24077,6,Deszk,4,3,6,75,3560,táncsics utca,75,1,"táncsics utca 75, Deszk"
5207,10490,11,Dorog,3,2,3,110,12199,schmidt sándor lakótelep,26,1,"schmidt sándor lakótelep 26, Dorog"
5208,9584,13,Dunaharaszti,3,2,3,136,20473,dembinszky utca,1,2,"dembinszky utca 1, Dunaharaszti"
5209,18616,13,Dunakeszi,3,2,3,126,40545,bartók béla utca,7,1,"bartók béla utca 7, Dunakeszi"
5210,18616,13,Dunakeszi,3,2,3,126,40545,fenyves utca,15,0,"fenyves utca 15, Dunakeszi"
5211,3115,7,Dunaújváros,2,2,3,78,48484,babits mihály utca,7,0,"babits mihály utca 7, Dunaújváros"
5212,3115,7,Dunaújváros,2,2,3,78,48484,hengerész utca,1,0,"hengerész utca 1, Dunaújváros"
5214,3115,7,Dunaújváros,2,2,3,78,48484,vasmű út,59,1,"vasmű út 59, Dunaújváros"
5215,20534,13,Dunavarsány,3,2,3,136,7363,pozsonyi utca,47,0,"pozsonyi utca 47, Dunavarsány"
5216,20534,13,Dunavarsány,3,2,3,136,7363,rét utca,1,0,"rét utca 1, Dunavarsány"
5217,20534,13,Dunavarsány,3,2,3,136,7363,szabadság utca,2,2,"szabadság utca 2, Dunavarsány"
5218,20491,10,Eger,2,2,2,104,56569,kertész utca,154,1,"kertész utca 154, Eger"
5221,4677,5,Emőd,3,2,3,61,5007,puskás tivadar utca,8,1,"puskás tivadar utca 8, Emőd"
5222,4677,5,Emőd,3,2,3,61,5007,széchenyi utca,56,0,"széchenyi utca 56, Emőd"
5225,33048,5,Encs,3,2,3,56,6344,váci mihály út,48,1,"váci mihály út 48, Encs"
5226,33048,5,Encs,3,2,3,56,6344,váci mihály út,63,1,"váci mihály út 63, Encs"
5227,30988,13,Érd,2,2,3,127,63631,berettyó utca,11,0,"berettyó utca 11, Érd"
5228,30988,13,Érd,2,2,3,127,63631,kádár utca,15,0,"kádár utca 15, Érd"
5229,30988,13,Érd,2,2,3,127,63631,nőszirom utca,15,1,"nőszirom utca 15, Érd"
5230,13480,13,Erdőkertes,4,3,5,128,7307,thököly utca,4/B,0,"thököly utca 4/B, Erdőkertes"
5231,13480,13,Erdőkertes,4,3,5,128,7307,tompa mihály utca,29,1,"tompa mihály utca 29, Erdőkertes"
5232,13480,13,Erdőkertes,4,3,5,128,7307,vereckei utca,44,1,"vereckei utca 44, Erdőkertes"
5234,33589,3,Érsekhalma,4,3,8,35,639,rákóczi utca,28,1,"rákóczi utca 28, Érsekhalma"
5235,33589,3,Érsekhalma,4,3,8,35,639,szentgyörgy puszta,5/D,0,"szentgyörgy puszta 5/D, Érsekhalma"
5236,25131,11,Esztergom,3,2,3,110,28926,dobogókői út,33,2,"dobogókői út 33, Esztergom"
5237,25131,11,Esztergom,3,2,3,110,28926,lázár vilmos utca,68,0,"lázár vilmos utca 68, Esztergom"
5238,2954,3,Felsőszentiván,4,3,7,35,1850,szabadság utca,46,1,"szabadság utca 46, Felsőszentiván"
5239,2954,3,Felsőszentiván,4,3,7,35,1850,szent istván utca,20,1,"szent istván utca 20, Felsőszentiván"
5240,2954,3,Felsőszentiván,4,3,7,35,1850,szent istván utca,43,0,"szent istván utca 43, Felsőszentiván"
5242,9210,6,Földeák,4,3,6,73,3099,móricz zsigmond utca,19,1,"móricz zsigmond utca 19, Földeák"
5244,9210,6,Földeák,4,3,6,73,3099,vásárhelyi utca,72,0,"vásárhelyi utca 72, Földeák"
5245,3276,10,Füzesabony,3,2,3,105,7880,temető út,42,1,"temető út 42, Füzesabony"
5247,3276,10,Füzesabony,3,2,3,105,7880,tüzér út,68/B,2,"tüzér út 68/B, Füzesabony"
5248,23649,13,Göd,3,2,3,126,17476,iv.béla király utca,32,1,"iv.béla király utca 32, Göd"
5249,32559,13,Gödöllő,3,2,3,128,32522,gébics utca,16,0,"gébics utca 16, Gödöllő"
5250,32559,13,Gödöllő,3,2,3,128,32522,repülőtéri út,22.márc,2,"repülőtéri út 22.márc, Gödöllő"
5252,33455,4,Gyomaendrőd,3,2,3,47,13680,deák ferenc utca,5,2,"deák ferenc utca 5, Gyomaendrőd"
5253,29735,13,Gyömrő,3,2,3,130,16250,rákóczi utca,18,0,"rákóczi utca 18, Gyömrő"
5257,25584,8,Győr,2,2,2,87,129527,hármashatár út,17/B,0,"hármashatár út 17/B, Győr"
5259,25584,8,Győr,2,2,2,87,129527,kör tér,49,0,"kör tér 49, Győr"
5264,15653,8,Győrszemere,4,3,6,92,3251,tölgyfa utca,41,1,"tölgyfa utca 41, Győrszemere"
5266,7481,8,Győrújbarát,4,3,5,87,5968,villabaráth körút,29,0,"villabaráth körút 29, Győrújbarát"
5267,7481,8,Győrújbarát,4,3,5,87,5968,zöld utca,39,1,"zöld utca 39, Győrújbarát"
5268,7481,8,Győrújbarát,4,3,5,87,5968,zrínyi utca,9,1,"zrínyi utca 9, Győrújbarát"
5269,5032,4,Gyula,3,2,3,48,31067,határ utca,21,1,"határ utca 21, Gyula"
5270,5032,4,Gyula,3,2,3,48,31067,nagysándor józsef utca,5,0,"nagysándor józsef utca 5, Gyula"
5271,3045,9,Hajdúböszörmény,3,2,3,97,31725,fürdő utca,12/A,0,"fürdő utca 12/A, Hajdúböszörmény"
5273,12803,9,Hajdúdorog,3,2,3,97,8843,széchenyi utca,12,0,"széchenyi utca 12, Hajdúdorog"
5274,12803,9,Hajdúdorog,3,2,3,97,8843,szív utca,18,0,"szív utca 18, Hajdúdorog"
5276,22406,9,Hajdúnánás,3,2,3,99,17063,bocskai utca,07.márc,2,"bocskai utca 07.márc, Hajdúnánás"
5277,22406,9,Hajdúnánás,3,2,3,99,17063,mikes kelemen utca,15,1,"mikes kelemen utca 15, Hajdúnánás"
5278,5175,9,Hajdúszoboszló,3,2,3,100,23933,dózsa györgy út,42,2,"dózsa györgy út 42, Hajdúszoboszló"
5279,5175,9,Hajdúszoboszló,3,2,3,100,23933,rákóczi utca,87,1,"rákóczi utca 87, Hajdúszoboszló"
5280,8350,3,Harkakötöny,4,3,8,41,887,kötönyi utca,8,2,"kötönyi utca 8, Harkakötöny"
5286,14526,10,Heves,3,2,3,108,10753,erkel ferenc utca,3/A,2,"erkel ferenc utca 3/A, Heves"
5287,8314,6,Hódmezővásárhely,2,2,3,71,46047,fáncsy utca,10,1,"fáncsy utca 10, Hódmezővásárhely"
5288,8314,6,Hódmezővásárhely,2,2,3,71,46047,szabadság tér,21,1,"szabadság tér 21, Hódmezővásárhely"
5290,6211,14,Hollád,4,3,8,144,237,petőfi sándor utca,60,1,"petőfi sándor utca 60, Hollád"
5291,6211,14,Hollád,4,3,8,144,237,petőfi sándor utca,66,2,"petőfi sándor utca 66, Hollád"
5293,6266,9,Hosszúpályi,4,3,5,96,5787,ösvény utca,22,1,"ösvény utca 22, Hosszúpályi"
5294,6266,9,Hosszúpályi,4,3,5,96,5787,rákóczi utca,1,1,"rákóczi utca 1, Hosszúpályi"
5295,6266,9,Hosszúpályi,4,3,5,96,5787,szabad utca,1/B,1,"szabad utca 1/B, Hosszúpályi"
5296,22859,16,Jánoshida,4,3,6,161,2472,temető utca,6,2,"temető utca 6, Jánoshida"
5298,22859,16,Jánoshida,4,3,6,161,2472,zrínyi miklós utca,8,2,"zrínyi miklós utca 8, Jánoshida"
