id,town_ksh_code,province_name,town_name,town_type1,town_type2,town_type3,district_ksh_code,town_population,street_name,house_number,target,address,lon,lat
5411,13435,13,Nagykáta,3,2,3,131,12467,temető utca,6,1,"temető utca 6, Nagykáta",19.735230002428978,47.41342998454974
5412,19716,13,Nagykőrös,3,2,3,132,24134,tázerdő dűlő,90,2,"tázerdő dűlő 90, Nagykőrös",19.763020034769085,47.06159000148139
5415,31732,13,Nagymaros,3,2,3,137,4679,vasút utca,40,1,"vasút utca 40, Nagymaros",18.952729971591737,47.78137001105648
5416,27076,11,Nagysáp,4,3,7,110,1487,széchenyi istván utca,35,0,"széchenyi istván utca 35, Nagysáp",18.597680012973797,47.68262000180903
5417,27076,11,Nagysáp,4,3,7,110,1487,temető utca,8,0,"temető utca 8, Nagysáp",18.60729003260252,47.68483999077455
5418,27076,11,Nagysáp,4,3,7,110,1487,tóth jános utca,19/B,0,"tóth jános utca 19/B, Nagysáp",18.60438000345806,47.68112999279106
5419,2042,18,Narda,4,3,8,181,469,nyugati utca,18,1,"nyugati utca 18, Narda",16.45914001225455,47.23684998100478
5420,2042,18,Narda,4,3,8,181,469,petőfi utca,27,1,"petőfi utca 27, Narda",16.451179970265912,47.244509992769224
5422,14845,15,Nyírbátor,3,2,3,156,12719,tulipán utca,7,1,"tulipán utca 7, Nyírbátor",22.12901001895267,47.84935001183737
5423,17206,15,Nyíregyháza,2,2,2,157,119746,ferenc körút,4,0,"ferenc körút 4, Nyíregyháza",21.71588998367818,47.96604001799881
5424,17206,15,Nyíregyháza,2,2,2,157,119746,kállói út,72,0,"kállói út 72, Nyíregyháza",21.756589990927182,47.93379999135331
5426,17206,15,Nyíregyháza,2,2,2,157,119746,orosi út,7,1,"orosi út 7, Nyíregyháza",21.735489974606537,47.95186999158554
5427,17206,15,Nyíregyháza,2,2,2,157,119746,széchenyi utca,41,0,"széchenyi utca 41, Nyíregyháza",21.705730027382145,47.951259998581946
5428,17206,15,Nyíregyháza,2,2,2,157,119746,tamási áron utca,2,0,"tamási áron utca 2, Nyíregyháza",21.721499991473507,47.97753001469073
5429,9238,15,Nyírgyulaj,4,3,6,156,2003,temető utca,14,2,"temető utca 14, Nyírgyulaj",22.094719988338056,47.89273000689815
5430,9238,15,Nyírgyulaj,4,3,6,156,2003,tulipán utca,14,2,"tulipán utca 14, Nyírgyulaj",22.11129000508751,47.88267000479749
5434,4215,5,Nyomár,4,3,8,55,326,szabadság út,66,2,"szabadság út 66, Nyomár",20.82060514730351,48.275511549633215
5436,4075,13,Ócsa,3,2,3,129,8985,táncsics mihály utca,10,1,"táncsics mihály utca 10, Ócsa",19.240250037629266,47.30057997969007
5437,4075,13,Ócsa,3,2,3,129,8985,vágóhíd utca,5,2,"vágóhíd utca 5, Ócsa",19.23934998886631,47.29110997975391
5439,22558,5,Onga,4,3,6,61,4858,sport utca,32,1,"sport utca 32, Onga",20.908369971862243,48.11825001524679
5440,22558,5,Onga,4,3,6,61,4858,vasút utca,17,0,"vasút utca 17, Onga",20.906480020334243,48.12183000991206
5441,23065,4,Orosháza,3,2,3,50,29081,iskola utca,6,2,"iskola utca 6, Orosháza",20.604019966257738,46.56682000335624
5443,30766,11,Oroszlány,3,2,3,113,18446,rákóczi ferenc út,65,1,"rákóczi ferenc út 65, Oroszlány",18.317959978393247,47.4911099846899
5444,14492,5,Ózd,3,2,3,62,34481,budai nagy antal utca,1,0,"budai nagy antal utca 1, Ózd",20.287860026717112,48.232049983102854
5445,14492,5,Ózd,3,2,3,62,34481,nap utca,12,2,"nap utca 12, Ózd",20.286499979107873,48.23396000928895
5446,8545,13,Őrbottyán,4,3,5,138,7102,szőlősor utca,2,0,"szőlősor utca 2, Őrbottyán",19.288210030313678,47.69125000931845
5449,8679,3,Öregcsertő,4,3,8,37,807,vén józsef utca,49,1,"vén józsef utca 49, Öregcsertő",19.114697136668372,46.51609821903641
5450,8679,3,Öregcsertő,4,3,8,37,807,zöldfa utca,2,1,"zöldfa utca 2, Öregcsertő",19.102980028420205,46.50903998245906
5452,31741,20,Pacsa,3,2,7,197,1711,rákóczi utca,45,1,"rákóczi utca 45, Pacsa",17.005150009414706,46.72278999664019
5453,31741,20,Pacsa,3,2,7,197,1711,szent istván tér,20/D,1,"szent istván tér 20/D, Pacsa",17.009320006244508,46.721010015681856
5455,4862,17,Paks,3,2,3,172,19369,hegy utca,18,2,"hegy utca 18, Paks",18.87714004091785,46.66472000380267
5457,12362,5,Pálháza,3,2,3,65,1061,sport utca,33,2,"sport utca 33, Pálháza",21.513519995619333,48.467219992758345
5458,12362,5,Pálháza,3,2,3,65,1061,vörösmarty mihály utca,2,0,"vörösmarty mihály utca 2, Pálháza",21.50323003600502,48.47724998764565
5459,31945,19,Pápa,3,2,3,187,31845,külső veszprémi út,69/C,0,"külső veszprémi út 69/C, Pápa",17.495299986328604,47.30326000941139
5461,19415,2,Pécs,2,2,2,28,156049,aidinger jános út,15,1,"aidinger jános út 15, Pécs",18.227480015823375,46.04272998219483
5462,19415,2,Pécs,2,2,2,28,156049,alsó utca,24,1,"alsó utca 24, Pécs",18.21415999821116,46.02916001622992
5463,19415,2,Pécs,2,2,2,28,156049,dischka győző utca,02.aug,0,"dischka győző utca 02.aug, Pécs",18.223960035584838,46.07346000898326
5464,19415,2,Pécs,2,2,2,28,156049,esztergár lajos utca,9,0,"esztergár lajos utca 9, Pécs",18.194750025027787,46.06309000219363
5465,19415,2,Pécs,2,2,2,28,156049,jókai utca,36,0,"jókai utca 36, Pécs",18.22667996316528,46.070080006527746
5466,19415,2,Pécs,2,2,2,28,156049,kodály zoltán utca,8,0,"kodály zoltán utca 8, Pécs",18.2191499966286,46.07899001151276
5467,19415,2,Pécs,2,2,2,28,156049,malomvölgyi út,21,1,"malomvölgyi út 21, Pécs",18.212266426933912,46.03051740862516
5468,19415,2,Pécs,2,2,2,28,156049,rákóczi út,13/B,0,"rákóczi út 13/B, Pécs",18.223570025630096,46.07292997933595
5470,19415,2,Pécs,2,2,2,28,156049,vendég utca,6,1,"vendég utca 6, Pécs",18.29196995976008,46.07976001504798
5472,6372,13,Pomáz,3,2,3,135,16622,horváth utca,17,1,"horváth utca 17, Pomáz",19.001880026888983,47.6523399994021
5474,4792,8,Rábacsanak,4,3,8,86,478,kossuth utca,38,0,"kossuth utca 38, Rábacsanak",17.298519973316473,47.52837001696619
5475,4792,8,Rábacsanak,4,3,8,86,478,széchenyi utca,7,1,"széchenyi utca 7, Rábacsanak",17.284599979074954,47.52315001912561
5476,4792,8,Rábacsanak,4,3,8,86,478,széchenyi utca,9,1,"széchenyi utca 9, Rábacsanak",17.28481002956852,47.522719985583194
5477,9900,7,Rácalmás,3,2,6,78,4419,sirály utca,004624/0002,0,"sirály utca 004624/0002, Rácalmás",18.944001408299403,47.000585254009316
5479,9900,7,Rácalmás,3,2,6,78,4419,vörösmarty utca,5,0,"vörösmarty utca 5, Rácalmás",18.916849977763775,47.02948002006369
5480,17260,13,Ráckeve,3,2,3,134,9755,új utca,14,0,"új utca 14, Ráckeve",18.93794999408439,47.17147997914418
5481,17260,13,Ráckeve,3,2,3,134,9755,vörösmarty utca,50,2,"vörösmarty utca 50, Ráckeve",18.945550033331642,47.15126002074743
5482,17260,13,Ráckeve,3,2,3,134,9755,zrínyi miklós utca,1,0,"zrínyi miklós utca 1, Ráckeve",16.988030000000037,46.45426000000003
5483,14739,15,Rakamaz,3,2,3,157,4555,petőfi út,2,2,"petőfi út 2, Rakamaz",21.477920041176446,48.123039979544956
5484,14739,15,Rakamaz,3,2,3,157,4555,szent istván út,120,2,"szent istván út 120, Rakamaz",21.464249995287616,48.122390004863206
5486,26310,3,Rém,4,3,7,36,1320,petőfi utca,29/A,1,"petőfi utca 29/A, Rém",19.142949971902624,46.24630998179612
5487,26310,3,Rém,4,3,7,36,1320,petőfi utca,32,2,"petőfi utca 32, Rém",19.14155002643426,46.245820017646
5488,26310,3,Rém,4,3,7,36,1320,szabadság utca,41,1,"szabadság utca 41, Rém",19.145630001623942,46.251570003224344
5489,34315,13,Remeteszőlős,4,3,8,123,779,pisztráng utca,16,0,"pisztráng utca 16, Remeteszőlős",18.92284002104907,47.56113001497516
5490,34315,13,Remeteszőlős,4,3,8,123,779,süllő utca,23,0,"süllő utca 23, Remeteszőlős",18.925539999699936,47.558759989942786
5491,34315,13,Remeteszőlős,4,3,8,123,779,vénusz utca,9,0,"vénusz utca 9, Remeteszőlős",18.927830019466512,47.55675000956131
5493,25788,12,Salgótarján,2,2,2,120,37262,lőwy sándor út,5,0,"lőwy sándor út 5, Salgótarján",19.803920034227843,48.10113999438525
5494,25788,12,Salgótarján,2,2,2,120,37262,rózsa út,22,1,"rózsa út 22, Salgótarján",19.82274997971149,48.12063998920874
5496,31802,7,Sárkeresztes,4,3,7,85,1518,rákóczi utca,26,0,"rákóczi utca 26, Sárkeresztes",18.35832001564947,47.24851000460262
5497,31802,7,Sárkeresztes,4,3,7,85,1518,rákóczi utca,34,0,"rákóczi utca 34, Sárkeresztes",18.359310002233514,47.24772998469311
5498,31802,7,Sárkeresztes,4,3,7,85,1518,sárvári utca,22,0,"sárvári utca 22, Sárkeresztes",18.357360036278777,47.24621001037127
5500,25344,7,Sárkeresztúr,4,3,6,84,2520,virág utca,14,0,"virág utca 14, Sárkeresztúr",18.54989997975059,46.994679992550374
5501,25344,7,Sárkeresztúr,4,3,6,84,2520,virág utca,19,1,"virág utca 19, Sárkeresztúr",18.549019963736185,46.994679992550374
5503,5120,5,Sátoraljaújhely,3,2,3,65,15783,árpád utca,6,0,"árpád utca 6, Sátoraljaújhely",21.657159999784625,48.39395000524536
5504,5120,5,Sátoraljaújhely,3,2,3,65,15783,mező utca,11,1,"mező utca 11, Sátoraljaújhely",21.657949994158912,48.387259989225896
5505,5519,2,Siklós,3,2,3,31,9574,szt. stefán stiljanovity köz,1,0,"szt. stefán stiljanovity köz 1, Siklós",18.29871000000003,45.85199000000006
5506,5519,2,Siklós,3,2,3,31,9574,zenthe ferenc tér,25,1,"zenthe ferenc tér 25, Siklós",18.290170029872172,45.8569500017245
5507,5519,2,Siklós,3,2,3,31,9574,zenthe ferenc tér,29,0,"zenthe ferenc tér 29, Siklós",18.29018997880172,45.85706001420368
5508,17631,14,Siófok,3,2,3,146,25045,rét utca,2,1,"rét utca 2, Siófok",18.06825000702787,46.90311000538205
5509,15626,14,Somogysámson,4,3,8,144,748,kossuth lajos utca,42,2,"kossuth lajos utca 42, Somogysámson",17.300679989764774,46.61313001840057
5510,15626,14,Somogysámson,4,3,8,144,748,petőfi utca,11,2,"petőfi utca 11, Somogysámson",17.297769960620343,46.600929990690645
5511,15626,14,Somogysámson,4,3,8,144,748,zrínyi utca,3,2,"zrínyi utca 3, Somogysámson",17.296360040687205,46.58868000683779
5512,8518,8,Sopron,2,2,3,91,60548,balfi út,23,0,"balfi út 23, Sopron",16.595590019875942,47.686310008953484
5513,8518,8,Sopron,2,2,3,91,60548,lőver körút,83,0,"lőver körút 83, Sopron",16.56933002014148,47.679120012409584
5514,8518,8,Sopron,2,2,3,91,60548,pozsonyi út,16,1,"pozsonyi út 16, Sopron",16.5996799695304,47.69033998609072
5516,28705,7,Szabadbattyán,4,3,6,85,4625,széchenyi utca,75,1,"széchenyi utca 75, Szabadbattyán",18.379349959259542,47.113849994313824
5520,19530,3,Szakmár,4,3,7,37,1205,szt. istván király utca,33,1,"szt. istván király utca 33, Szakmár",19.07189004079993,46.550310001033495
5521,4774,15,Szakoly,4,3,6,155,2736,szabadság utca,1,0,"szabadság utca 1, Szakoly",21.91027998081887,47.763439988607274
5522,4774,15,Szakoly,4,3,6,155,2736,szabadság utca,7,2,"szabadság utca 7, Szakoly",21.913980004337617,47.76353998471217
5524,23870,4,Szarvas,3,2,3,52,16954,béke lakótelep,3,1,"béke lakótelep 3, Szarvas",20.55512379736087,46.859227195244465
5525,23870,4,Szarvas,3,2,3,52,16954,szent lászló utca,37,1,"szent lászló utca 37, Szarvas",20.56252996463445,46.87043998710365
5526,33367,6,Szeged,2,2,2,75,168048,baktói utca,42,0,"baktói utca 42, Szeged",20.167109994295572,46.28436000844667
5527,33367,6,Szeged,2,2,2,75,168048,bokányi dezső utca,27,0,"bokányi dezső utca 27, Szeged",20.180520033547907,46.26077999652401
5528,33367,6,Szeged,2,2,2,75,168048,cső utca,4,0,"cső utca 4, Szeged",20.148560004377998,46.26694999927048
5530,33367,6,Szeged,2,2,2,75,168048,hont ferenc utca,20,1,"hont ferenc utca 20, Szeged",20.14763003222069,46.27502001182876
5531,33367,6,Szeged,2,2,2,75,168048,kassai utca,18,0,"kassai utca 18, Szeged",20.069900034028052,46.27743001853926
5533,33367,6,Szeged,2,2,2,75,168048,petneházy utca,8,1,"petneházy utca 8, Szeged",20.060829976601923,46.277439993004066
5534,33367,6,Szeged,2,2,2,75,168048,szentháromság utca,7,1,"szentháromság utca 7, Szeged",20.145159969173903,46.24755000055188
5535,33367,6,Szeged,2,2,2,75,168048,tisza lajos utca,82,1,"tisza lajos utca 82, Szeged",20.131740039275826,46.23903000552161
5536,31088,15,Székely,4,3,7,152,1066,petőfi utca,35,2,"petőfi utca 35, Székely",21.942289966131682,48.05657002053064
5537,31088,15,Székely,4,3,7,152,1066,radnóti miklós út,36,1,"radnóti miklós út 36, Székely",21.93974002354767,48.06089998598253
5538,31088,15,Székely,4,3,7,152,1066,veres péter út,7,1,"veres péter út 7, Székely",21.933796618956254,48.05929102926992
5539,14827,7,Székesfehérvár,2,2,2,85,100570,bástya utca,7,2,"bástya utca 7, Székesfehérvár",18.410110035170845,47.19328998457328
5540,14827,7,Székesfehérvár,2,2,2,85,100570,bulcsu utca,4,1,"bulcsu utca 4, Székesfehérvár",18.437339988740774,47.19671001061644
5541,14827,7,Székesfehérvár,2,2,2,85,100570,horvát istván lakótelep,8,0,"horvát istván lakótelep 8, Székesfehérvár",18.41763002724275,47.18230001031529
5543,14827,7,Székesfehérvár,2,2,2,85,100570,szamos utca,8,2,"szamos utca 8, Székesfehérvár",18.35996001882478,47.21010999158494
5544,14827,7,Székesfehérvár,2,2,2,85,100570,szőlő utca,57,1,"szőlő utca 57, Székesfehérvár",18.434300040097128,47.15538999398956
5549,22761,17,Szekszárd,2,2,2,173,34296,május 1. utca,3,0,"május 1. utca 3, Szekszárd",18.699500019987823,46.33639000185596
5550,15440,13,Szentendre,3,2,3,135,25310,hamvas béla utca,22,1,"hamvas béla utca 22, Szentendre",19.06202001453471,47.667190007710445
5551,15440,13,Szentendre,3,2,3,135,25310,rózsa köz,1,2,"rózsa köz 1, Szentendre",19.070469978763953,47.655190014119825
5552,14456,6,Szentes,3,2,3,76,28509,munkás utca,84,1,"munkás utca 84, Szentes",20.263120001304486,46.67604998996296
5553,13277,13,Szigethalom,3,2,3,136,16886,babits mihály utca,2/A,2,"babits mihály utca 2/A, Szigethalom",19.016720018823037,47.31793001634904
5554,28954,13,Szigetszentmiklós,3,2,3,136,34708,határ út,6/A,1,"határ út 6/A, Szigetszentmiklós",19.02939999430879,47.33912998686503
5555,28954,13,Szigetszentmiklós,3,2,3,136,34708,orgona utca,17,2,"orgona utca 17, Szigetszentmiklós",19.037309996335438,47.3364100173751
5556,26578,2,Szigetvár,3,2,3,33,10614,tükör út,003845/3,1,"tükör út 003845/3, Szigetvár",17.8462221119599,46.076844480808454
5557,9496,5,Szirmabesenyő,4,3,6,61,4438,petőfi utca,103,0,"petőfi utca 103, Szirmabesenyő",20.79402002542932,48.15894998058627
5560,27854,16,Szolnok,2,2,2,167,72953,bercsényi utca,32,1,"bercsényi utca 32, Szolnok",20.18453001984605,47.173900002228976
5561,27854,16,Szolnok,2,2,2,167,72953,indóház utca,9,0,"indóház utca 9, Szolnok",20.178469987669246,47.16817000748969
5563,27854,16,Szolnok,2,2,2,167,72953,vas gereben utca,12/A,2,"vas gereben utca 12/A, Szolnok",20.18594002359822,47.18563001471833
5565,3009,18,Szombathely,2,2,2,181,78884,olimpia utca,37,1,"olimpia utca 37, Szombathely",16.624099973879794,47.2534399885933
5566,3009,18,Szombathely,2,2,2,181,78884,pázmány péter körút,28,1,"pázmány péter körút 28, Szombathely",16.632380036931664,47.22832001150974
5568,3009,18,Szombathely,2,2,2,181,78884,váci mihály utca,66,1,"váci mihály utca 66, Szombathely",16.60176999708719,47.24255998490497
5569,28866,13,Sződliget,4,3,6,138,4464,táncsics mihály utca,3,2,"táncsics mihály utca 3, Sződliget",19.148610019659912,47.72829999110115
5570,28866,13,Sződliget,4,3,6,138,4464,vak bottyán utca,11,1,"vak bottyán utca 11, Sződliget",19.147109994267623,47.727820001415836
5571,28866,13,Sződliget,4,3,6,138,4464,vak bottyán utca,13,1,"vak bottyán utca 13, Sződliget",19.14694998373602,47.72765001641943
5572,8758,11,Tát,4,3,5,110,5302,szent istván út,3,0,"szent istván út 3, Tát",18.640399975069045,47.742180003664544
5573,8758,11,Tát,4,3,5,110,5302,szép utca,30,1,"szép utca 30, Tát",18.666470040877556,47.73981002054168
5574,8758,11,Tát,4,3,5,110,5302,toldi utca,1,0,"toldi utca 1, Tát",18.63977996569116,47.73653001419106
5575,20127,11,Tata,3,2,3,114,23575,bacsó béla utca,66,1,"bacsó béla utca 66, Tata",18.323709963971623,47.66430998577937
5576,20127,11,Tata,3,2,3,114,23575,nyírfa utca,27,0,"nyírfa utca 27, Tata",18.344130040306652,47.634660009124616
5577,18157,11,Tatabánya,2,2,2,115,67753,dózsakert,0,1,"dózsakert 0, Tatabánya",18.390968337245713,47.580633242772265
5578,18157,11,Tatabánya,2,2,2,115,67753,gál istván lakótelep,406,0,"gál istván lakótelep 406, Tatabánya",18.42272999622986,47.56113998943994
5579,18157,11,Tatabánya,2,2,2,115,67753,otthon utca,7,0,"otthon utca 7, Tatabánya",18.4479799766317,47.54403998495269
5580,18157,11,Tatabánya,2,2,2,115,67753,sárberki lakótelep,211,1,"sárberki lakótelep 211, Tatabánya",18.404470020162165,47.57213998007222
5582,12593,15,Tiszadob,4,3,6,158,2869,munkácsy utca,34,0,"munkácsy utca 34, Tiszadob",21.1757800081632,47.99755999725198
5583,12593,15,Tiszadob,4,3,6,158,2869,vásárhelyi utca,18,0,"vásárhelyi utca 18, Tiszadob",21.1742099938794,48.00645001139793
5585,30623,3,Tiszakécske,3,2,3,44,11430,kerekdombdűlő tanya,63/B,2,"kerekdombdűlő tanya 63/B, Tiszakécske",20.06533228695091,46.93112615436622
5586,28352,5,Tiszaújváros,3,2,3,68,16500,szent istván út,46,0,"szent istván út 46, Tiszaújváros",21.0358500019814,47.93783001040006
5587,7597,15,Tiszavasvári,3,2,3,158,12848,vasvári pál utca,6,0,"vasvári pál utca 6, Tiszavasvári",21.35544995840428,47.95879000702817
5589,16957,15,Tornyospálca,4,3,6,153,2576,virág utca,26,2,"virág utca 26, Tornyospálca",22.17432996359389,48.27368000441868
5590,16957,15,Tornyospálca,4,3,6,153,2576,virág utca,44,0,"virág utca 44, Tornyospálca",22.174500032409327,48.27591000975852
5591,29823,13,Tököl,3,2,3,136,10851,szadova utca,21,1,"szadova utca 21, Tököl",18.960509970300137,47.30843998366427
5592,6859,13,Törökbálint,3,2,3,127,12841,mátyás utca,5,1,"mátyás utca 5, Törökbálint",18.92140998454829,47.43487001277268
5594,12894,13,Üllő,3,2,3,139,11425,dóra sándor körút,38,2,"dóra sándor körút 38, Üllő",19.36326997324977,47.38352000125849
5595,24934,13,Vác,3,2,3,138,33831,fűz utca,12,0,"fűz utca 12, Vác",19.136439999163343,47.770199993518276
5596,24934,13,Vác,3,2,3,138,33831,rácz pál utca,8,1,"rácz pál utca 8, Vác",19.14113998373091,47.77311999712751
5597,8989,9,Vámospércs,3,2,3,101,5347,víg utca,2,0,"víg utca 2, Vámospércs",21.90327002755518,47.53590999987716
5599,8989,9,Vámospércs,3,2,3,101,5347,zrínyi utca,22,2,"zrínyi utca 22, Vámospércs",21.902169986582436,47.53124999698775
5603,25016,7,Velence,3,2,3,80,5474,vajda jános utca,1,0,"vajda jános utca 1, Velence",18.663490022841614,47.22090999000747
5605,18342,13,Veresegyház,3,2,3,128,15998,kálvin utca,15,2,"kálvin utca 15, Veresegyház",19.285160023386197,47.654429985049376
5607,11767,19,Veszprém,2,2,2,191,61721,jutasi út,59,1,"jutasi út 59, Veszprém",17.912555081731224,47.1033541564813
5609,11767,19,Veszprém,2,2,2,191,61721,vörösmarty mihály tér,11,1,"vörösmarty mihály tér 11, Veszprém",17.46030000851505,47.337009994004404
5610,21722,10,Zagyvaszántó,4,3,6,107,1976,rózsa út,18,2,"rózsa út 18, Zagyvaszántó",19.670690000000036,47.779030000000034
5611,21722,10,Zagyvaszántó,4,3,6,107,1976,rózsa út,21/A,0,"rózsa út 21/A, Zagyvaszántó",19.670690000000036,47.779030000000034
5612,21722,10,Zagyvaszántó,4,3,6,107,1976,selypi út,2,0,"selypi út 2, Zagyvaszántó",19.670690000000036,47.779030000000034
5613,16203,15,Záhony,3,2,3,160,4062,józsef attila út,37/B,1,"józsef attila út 37/B, Záhony",22.178870021448887,48.406069985779965
5614,16203,15,Záhony,3,2,3,160,4062,újélet út,7/C,1,"újélet út 7/C, Záhony",22.180991575253103,48.40579739217939
5615,16203,15,Záhony,3,2,3,160,4062,újélet út,7/E,2,"újélet út 7/E, Záhony",22.180991575253103,48.40579739217939
5616,32054,20,Zalaegerszeg,2,2,2,197,59499,berzsenyi dániel utca,5,1,"berzsenyi dániel utca 5, Zalaegerszeg",16.847109979413034,46.84317000994605
5619,12201,2,Zók,4,3,8,32,307,pázdány utca,2,1,"pázdány utca 2, Zók",18.106279959020327,46.01078001130875
5620,12201,2,Zók,4,3,8,32,307,pázdány utca,13,0,"pázdány utca 13, Zók",18.10846998268201,46.01214001700848
5621,12201,2,Zók,4,3,8,32,307,pázdány utca,20,0,"pázdány utca 20, Zók",18.108999970419802,46.01364000049122
5623,22035,13,Zsámbok,4,3,6,128,2408,turai út,13,0,"turai út 13, Zsámbok",19.60477003809288,47.54730000046422
5624,22035,13,Zsámbok,4,3,6,128,2408,turai út,25,0,"turai út 25, Zsámbok",19.605289967546838,47.5504300126575
6001,13392,1,Budapest 05. kerület,1,1,1,999,25210,akadémia utca,14,0,"akadémia utca 14, Budapest 05. kerület",19.0460099927364,47.50362999155354
6002,13392,1,Budapest 05. kerület,1,1,1,999,25210,bécsi utca,5,2,"bécsi utca 5, Budapest 05. kerület",19.0521700210181,47.496370006118156
6003,13392,1,Budapest 05. kerület,1,1,1,999,25210,garibaldi utca,3,1,"garibaldi utca 3, Budapest 05. kerület",19.046880034286005,47.5047900050435
6005,13392,1,Budapest 05. kerület,1,1,1,999,25210,kossuth lajos utca,15,1,"kossuth lajos utca 15, Budapest 05. kerület",19.058849978753756,47.49384998692844
6006,13392,1,Budapest 05. kerület,1,1,1,999,25210,markó utca,7,0,"markó utca 7, Budapest 05. kerület",19.048609975282375,47.5095699948769
6007,13392,1,Budapest 05. kerület,1,1,1,999,25210,petőfi tér,3,1,"petőfi tér 3, Budapest 05. kerület",19.050679970090584,47.49336999724309
6008,13392,1,Budapest 05. kerület,1,1,1,999,25210,petőfi sándor utca,7,0,"petőfi sándor utca 7, Budapest 05. kerület",19.054819959707004,47.49395999940762
6009,13392,1,Budapest 05. kerület,1,1,1,999,25210,régi posta utca,14,2,"régi posta utca 14, Budapest 05. kerület",19.052849961003687,47.49481998267342
6011,16586,1,Budapest 06. kerület,1,1,1,999,38319,andrássy út,18,0,"andrássy út 18, Budapest 06. kerület",19.057999969952732,47.50190998311243
6012,16586,1,Budapest 06. kerület,1,1,1,999,38319,bajcsy-zsilinszky út,63,0,"bajcsy-zsilinszky út 63, Budapest 06. kerület",19.074910040514027,47.42420999213317
6013,16586,1,Budapest 06. kerület,1,1,1,999,38319,eötvös utca,39,0,"eötvös utca 39, Budapest 06. kerület",19.11411999683554,47.559039987418345
6014,16586,1,Budapest 06. kerület,1,1,1,999,38319,felső erdősor,3,2,"felső erdősor 3, Budapest 06. kerület",19.07212573506617,47.50803623266826
6015,16586,1,Budapest 06. kerület,1,1,1,999,38319,izabella utca,44/A,2,"izabella utca 44/A, Budapest 06. kerület",19.069059975011754,47.506219999634766
6018,16586,1,Budapest 06. kerület,1,1,1,999,38319,rippl-rónai utca,23,0,"rippl-rónai utca 23, Budapest 06. kerület",19.073549850518404,47.51493715021938
6020,16586,1,Budapest 06. kerület,1,1,1,999,38319,rózsa utca,50,2,"rózsa utca 50, Budapest 06. kerület",19.099050005478347,47.56279000898954
6022,16586,1,Budapest 06. kerület,1,1,1,999,38319,szófia utca,18,0,"szófia utca 18, Budapest 06. kerület",19.10014996263206,47.54705998466679
6023,16586,1,Budapest 06. kerület,1,1,1,999,38319,szondi utca,11,0,"szondi utca 11, Budapest 06. kerület",19.090350009077383,47.58744001276207
6025,29744,1,Budapest 07. kerület,1,1,1,999,56093,almássy tér,16,2,"almássy tér 16, Budapest 07. kerület",19.071559961452863,47.50231998390626
6026,29744,1,Budapest 07. kerület,1,1,1,999,56093,alsó erdősor,3,0,"alsó erdősor 3, Budapest 07. kerület",19.173130450165722,47.457440954202845
6027,29744,1,Budapest 07. kerület,1,1,1,999,56093,bajza utca,6,1,"bajza utca 6, Budapest 07. kerület",19.112449986446848,47.43784001443436
6028,29744,1,Budapest 07. kerület,1,1,1,999,56093,bethlen gábor utca,11,2,"bethlen gábor utca 11, Budapest 07. kerület",18.96151998963279,47.55227998250737
6030,29744,1,Budapest 07. kerület,1,1,1,999,56093,damjanich utca,19,0,"damjanich utca 19, Budapest 07. kerület",19.115629996692576,47.43326999127552
6031,29744,1,Budapest 07. kerület,1,1,1,999,56093,dembinszky utca,29,0,"dembinszky utca 29, Budapest 07. kerület",19.11149998154096,47.545640006449844
6033,29744,1,Budapest 07. kerület,1,1,1,999,56093,dob utca,69,2,"dob utca 69, Budapest 07. kerület",19.06803000674958,47.50208998448312
6034,29744,1,Budapest 07. kerület,1,1,1,999,56093,dob utca,71,2,"dob utca 71, Budapest 07. kerület",19.06822999895934,47.502189980588014
6035,29744,1,Budapest 07. kerület,1,1,1,999,56093,dohány utca,30/A,0,"dohány utca 30/A, Budapest 07. kerület",19.064399972122345,47.496049985054896
6036,29744,1,Budapest 07. kerület,1,1,1,999,56093,erzsébet körút,20,1,"erzsébet körút 20, Budapest 07. kerület",19.069159971116648,47.499390005832254
6037,29744,1,Budapest 07. kerület,1,1,1,999,56093,erzsébet körút,21,0,"erzsébet körút 21, Budapest 07. kerület",19.069270025505347,47.50032999436385
6038,29744,1,Budapest 07. kerület,1,1,1,999,56093,erzsébet körút,34,1,"erzsébet körút 34, Budapest 07. kerület",19.06786999621795,47.50091999652838
6040,29744,1,Budapest 07. kerület,1,1,1,999,56093,hernád utca,25,1,"hernád utca 25, Budapest 07. kerület",19.08300000200188,47.504590012833745
6041,29744,1,Budapest 07. kerület,1,1,1,999,56093,izabella utca,25,2,"izabella utca 25, Budapest 07. kerület",19.071649983092982,47.504670018099574
6042,29744,1,Budapest 07. kerület,1,1,1,999,56093,marek józsef utca,32,0,"marek józsef utca 32, Budapest 07. kerület",19.083190019746866,47.50667999848102
6043,29744,1,Budapest 07. kerület,1,1,1,999,56093,nefelejcs utca,31,0,"nefelejcs utca 31, Budapest 07. kerület",19.054779978028876,47.579450005469596
6044,29744,1,Budapest 07. kerület,1,1,1,999,56093,nyár utca,22,0,"nyár utca 22, Budapest 07. kerület",19.10230997908036,47.55832999830989
6045,29744,1,Budapest 07. kerület,1,1,1,999,56093,peterdy utca,37,0,"peterdy utca 37, Budapest 07. kerület",19.082649973725268,47.50835000886971
